,ball skills,physical,postions_Player,defence,mental,shooting,passing,hight,wight,age,value
Dagoberto Esteiro,67.5,61.857142857142854,ST,21.0,53.0,64.75,49.666666666666664,178,75,25,3400000
Rodrigo Pinho,75.5,65.28571428571429,ST,21.0,56.833333333333336,70.5,54.666666666666664,185,78,30,3000000
Vangelis Pavlidis,72.0,76.85714285714286,ST,43.0,59.5,66.375,57.333333333333336,186,82,22,6000000
Karim Onisiwo,75.5,71.0,ST,48.0,69.16666666666667,64.125,65.66666666666667,188,86,29,3000000
Tyler Roberts,76.0,72.71428571428571,ST,35.0,63.666666666666664,62.625,67.33333333333333,180,75,22,6000000
Jean Evrard Kouassi,70.5,81.28571428571429,ST,27.5,61.333333333333336,62.75,54.333333333333336,180,88,27,3300000
Jacob Bruun Larsen,73.0,73.85714285714286,ST,55.0,67.33333333333333,64.625,68.66666666666667,183,77,23,6000000
Diego Valoyes,73.0,73.85714285714286,ST,51.0,65.5,65.125,66.66666666666667,181,76,25,4200000
Jordan Morris,72.0,80.71428571428571,ST,36.0,64.66666666666667,64.25,69.0,183,84,26,3300000
Karlan Grant,72.5,75.28571428571429,ST,31.5,55.666666666666664,68.5,58.333333333333336,182,70,24,3700000
Dominic Solanke,75.0,72.28571428571429,ST,23.0,61.333333333333336,65.25,61.0,187,80,24,4700000
Florin Andone,72.5,72.0,ST,49.5,71.5,68.75,60.0,180,78,28,3100000
Pedro Nuno,77.5,69.42857142857143,ST,33.5,67.66666666666667,75.0,75.0,174,64,26,4000000
Adam Buksa,69.5,69.14285714285714,ST,27.0,62.333333333333336,64.5,51.666666666666664,191,77,25,4200000
Juan Ferney Otero,73.5,81.85714285714286,ST,25.5,58.0,68.375,64.0,182,70,26,3600000
Karol Świderski,72.0,68.85714285714286,ST,26.0,63.5,65.375,59.666666666666664,184,78,24,4700000
Manu García,74.5,69.0,ST,37.5,60.666666666666664,69.25,70.0,169,66,23,7000000
Gustavo,67.5,71.0,ST,16.5,59.333333333333336,62.625,47.0,189,83,27,3600000
Joel Pohjanpalo,70.0,67.14285714285714,ST,22.5,58.166666666666664,67.875,56.0,186,83,27,3600000
Henrique Dourado,64.5,62.285714285714285,ST,29.0,67.16666666666667,68.25,61.333333333333336,186,80,32,2600000
Carlos Auzqui,71.5,79.85714285714286,ST,47.0,69.5,67.25,69.0,180,72,30,3000000
Tim Kleindienst,65.5,66.14285714285714,ST,29.0,59.333333333333336,65.5,51.666666666666664,194,85,26,4100000
Kasper Junker,0.0,54.285714285714285,ST,29.5,28.666666666666668,34.5,32.666666666666664,186,73,27,
Felipe Mora,71.0,75.28571428571429,ST,22.5,55.166666666666664,64.625,54.0,175,72,28,3300000
Gyasi Vita,68.5,78.71428571428571,ST,44.5,62.0,63.25,48.666666666666664,188,80,30,3000000
Avilés Hurtado,73.5,53.0,ST,45.5,62.666666666666664,68.25,66.66666666666667,172,67,34,1400000
Ivan Cavaleiro,75.0,75.0,ST,35.5,62.0,68.375,65.0,175,73,27,3200000
Gianluca Lapadula,73.0,72.0,ST,18.0,63.333333333333336,70.5,50.333333333333336,178,69,31,2600000
Lucas João,76.0,65.28571428571429,ST,21.5,58.0,63.25,57.333333333333336,193,80,28,3300000
Fran Sol,67.0,61.57142857142857,ST,31.0,59.666666666666664,71.125,50.333333333333336,182,79,29,3000000
Ahmed Hassan,70.0,62.285714285714285,ST,23.0,67.16666666666667,70.0,50.666666666666664,191,78,28,3100000
Lucas João,76.0,65.28571428571429,ST,21.5,58.0,63.25,57.333333333333336,193,80,28,3300000
Fran Sol,67.0,61.57142857142857,ST,31.0,59.666666666666664,71.125,50.333333333333336,182,79,29,3000000
Ahmed Hassan,70.0,62.285714285714285,ST,23.0,67.16666666666667,70.0,50.666666666666664,191,78,28,3100000
Branimir Hrgota,75.0,71.0,ST,25.0,56.833333333333336,69.125,60.666666666666664,185,76,28,3100000
Michael Frey,69.5,68.85714285714286,ST,34.0,67.33333333333333,66.375,61.333333333333336,190,86,27,3400000
Kacper Przybyłko,69.0,70.14285714285714,ST,23.5,60.833333333333336,64.25,54.666666666666664,193,88,28,3100000
Rafael Silva,75.5,74.0,ST,25.5,60.333333333333336,65.5,45.666666666666664,179,73,29,3000000
Callum Robinson,74.5,68.85714285714286,ST,31.5,60.0,64.625,62.333333333333336,178,75,26,4000000
Taxiarchis Fountas,71.5,82.14285714285714,ST,44.0,69.0,70.625,63.666666666666664,170,65,26,4000000
Jairo,72.5,75.71428571428571,ST,27.0,59.5,61.375,69.33333333333333,173,69,28,3200000
Dwight Gayle,72.0,72.57142857142857,ST,22.0,58.833333333333336,69.75,58.666666666666664,174,78,31,3000000
Sander van de Streek,72.5,71.85714285714286,ST,56.0,68.5,70.125,67.66666666666667,180,74,28,3100000
Lucas Andersen,75.0,70.42857142857143,ST,32.0,61.333333333333336,66.5,70.0,185,73,27,3300000
Simon Nemil,74.0,70.0,ST,42.0,61.166666666666664,68.5,63.0,179,70,30,3000000
Andreas Cornelius,67.0,67.0,ST,33.0,62.0,66.75,54.0,193,91,28,3100000
Christian Gytkjær,69.0,72.28571428571429,ST,29.0,63.833333333333336,68.0,52.333333333333336,185,77,31,2600000
Rafael Martins,69.0,68.85714285714286,ST,24.5,61.833333333333336,71.75,57.0,177,73,32,2500000
Nicolai Jørgensen,0.0,67.0,ST,37.5,53.0,33.5,21.333333333333332,190,83,30,
John Guidetti,72.5,61.285714285714285,ST,35.0,65.5,75.375,64.0,185,80,29,3000000
Roberto Inglese,70.5,59.57142857142857,ST,21.5,53.333333333333336,69.125,46.333333333333336,186,85,29,3000000
Sergio León,75.0,70.85714285714286,ST,37.0,64.16666666666667,71.875,62.666666666666664,178,73,32,2500000
Leandro Damião,73.5,57.714285714285715,ST,31.5,62.666666666666664,74.125,56.333333333333336,188,90,32,2600000
Marvin Ducksch,68.0,69.42857142857143,ST,31.0,58.5,72.5,59.333333333333336,188,79,27,3300000
Alfreð Finnbogason,73.0,60.714285714285715,ST,31.0,65.16666666666667,70.625,58.0,184,80,32,2500000
Borja Bastón,68.5,56.57142857142857,ST,38.0,61.5,70.75,58.333333333333336,188,82,29,3100000
Andre Gray,69.5,75.85714285714286,ST,25.0,65.0,65.25,59.666666666666664,180,78,30,3000000
Villalibre,69.0,75.28571428571429,ST,36.5,59.833333333333336,65.625,53.0,184,87,24,6000000
Alan Pulido,73.0,74.57142857142857,ST,34.5,63.5,68.375,64.33333333333333,177,83,30,3000000
Fabian Klos,63.0,62.42857142857143,ST,38.5,67.83333333333333,68.75,58.333333333333336,194,93,33,1900000
Gaëtan Charbonnier,76.5,50.0,ST,36.5,64.33333333333333,53.25,63.333333333333336,188,80,32,2500000
Danny Welbeck,72.0,67.57142857142857,ST,40.5,66.0,68.5,66.33333333333333,185,73,30,3000000
Gianni Bruno,73.0,72.71428571428571,ST,37.0,62.666666666666664,70.0,65.33333333333333,180,73,30,3000000
Troy Deeney,71.0,64.14285714285714,ST,34.0,69.83333333333333,73.75,62.0,183,90,33,2700000
Anthony Modeste,69.5,68.42857142857143,ST,36.5,62.5,71.875,61.333333333333336,187,84,33,1900000
David McGoldrick,76.5,69.85714285714286,ST,31.5,63.666666666666664,70.75,69.0,183,74,33,1900000
Alexandre Pato,73.5,72.57142857142857,ST,29.0,62.333333333333336,72.5,65.33333333333333,175,72,32,2600000
Ola Kamara,69.5,76.42857142857143,ST,29.5,39.666666666666664,59.625,34.0,184,81,31,
Loïc Rémy,70.5,67.85714285714286,ST,29.5,66.5,70.25,62.666666666666664,185,82,34,1500000
Ola Toivonen,74.0,57.42857142857143,ST,34.0,69.5,75.0,73.66666666666667,192,78,35,1400000
Adem Büyük,73.5,76.57142857142857,ST,20.0,66.66666666666667,69.75,69.0,177,78,34,1900000
Lukas Podolski,75.0,64.71428571428571,ST,32.5,66.5,78.125,74.0,183,88,36,1000000
Maximiliano Rodríguez,75.5,64.71428571428571,ST,43.5,71.66666666666667,72.625,75.0,173,74,40,1000000
Gonçalo Ramos,35.0,22.571428571428573,ST,30.0,63.166666666666664,63.25,64.0,184,79,20,5500000
Kamaldeen Sulemana,74.0,81.85714285714286,ST,27.5,57.0,58.25,57.0,174,69,19,5500000
Marcos Paulo,73.5,61.857142857142854,ST,43.0,56.5,58.5,71.66666666666667,186,75,20,5500000
Federico Viñas,68.5,74.71428571428571,ST,18.0,60.833333333333336,65.875,49.666666666666664,180,88,23,
Gastón Rodríguez,77.5,68.14285714285714,ST,40.0,60.666666666666664,54.875,65.0,187,76,29,2300000
Karim Adeyemi,76.0,81.85714285714286,ST,18.5,57.333333333333336,68.25,65.33333333333333,177,69,19,5500000
Meschack Elia,76.0,81.57142857142857,ST,24.0,60.5,60.75,63.666666666666664,173,67,24,3600000
Samir Nurković,67.5,64.14285714285714,ST,21.0,59.833333333333336,70.625,50.333333333333336,187,80,29,2300000
Lassina Traoré,69.5,75.57142857142857,ST,22.0,60.833333333333336,62.25,52.666666666666664,182,90,20,5000000
Sebastián Ferreira,73.0,68.42857142857143,ST,23.0,56.833333333333336,67.375,53.0,180,78,23,5000000
Jonathan Burkardt,77.0,74.42857142857143,ST,34.5,61.833333333333336,59.75,61.666666666666664,181,76,21,5000000
Hugo Duro,74.5,60.57142857142857,ST,0.0,21.5,38.25,0.0,180,76,21,4200000
Bryan Mbeumo,72.5,75.71428571428571,ST,37.5,61.0,68.625,68.33333333333333,171,75,22,5500000
Klauss,68.5,66.42857142857143,ST,32.0,64.33333333333333,67.375,62.333333333333336,190,84,24,3600000
Noah Okafor,74.5,78.42857142857143,ST,32.5,52.833333333333336,62.625,65.66666666666667,185,85,21,5500000
Douglas,72.5,67.14285714285714,ST,27.5,54.833333333333336,66.75,46.0,184,74,33,1500000
Jonas Wind,73.5,71.85714285714286,ST,32.0,64.66666666666667,68.625,64.0,190,82,22,4800000
Leonardo Heredia,76.0,64.42857142857143,ST,31.5,61.333333333333336,63.75,67.33333333333333,185,79,25,3100000
Klauss,68.5,66.42857142857143,ST,32.0,64.33333333333333,67.375,62.333333333333336,190,84,24,3600000
Noah Okafor,74.5,78.42857142857143,ST,32.5,52.833333333333336,62.625,65.66666666666667,185,85,21,5500000
Douglas,72.5,67.14285714285714,ST,27.5,54.833333333333336,66.75,46.0,184,74,33,1500000
Jonas Wind,73.5,71.85714285714286,ST,32.0,64.66666666666667,68.625,64.0,190,82,22,4800000
Leonardo Heredia,76.0,64.42857142857143,ST,31.5,61.333333333333336,63.75,67.33333333333333,185,79,25,3100000
Juan Manuel García,66.0,74.0,ST,31.5,59.833333333333336,63.5,47.666666666666664,181,82,28,2400000
Lukáš Juliš,0.0,61.857142857142854,ST,25.0,48.166666666666664,53.125,60.333333333333336,186,86,26,
Carlitos,73.0,76.42857142857143,ST,18.5,67.5,70.375,65.0,177,71,31,2000000
Dennis Srbeny,0.0,66.42857142857143,ST,28.5,50.5,61.0,54.333333333333336,190,83,27,
Florinel Coman,71.5,76.14285714285714,ST,36.5,61.166666666666664,66.125,67.66666666666667,182,72,23,5000000
Valentin Castellanos,71.0,70.0,ST,32.0,65.16666666666667,61.0,64.33333333333333,178,74,23,3600000
Marc Cardona,72.5,67.0,ST,22.5,57.666666666666664,65.875,59.333333333333336,183,70,26,3000000
Nicolás Ibáñez,70.0,74.42857142857143,ST,33.5,57.833333333333336,64.0,53.0,178,80,27,2800000
Giorgi Kvilitaia,73.5,62.714285714285715,ST,33.0,60.666666666666664,64.5,57.666666666666664,193,82,28,2500000
Josh Maja,74.0,67.57142857142857,ST,27.5,56.333333333333336,63.625,60.0,181,77,22,3800000
Maximiliano Lovera,79.0,79.85714285714286,ST,29.5,55.666666666666664,56.75,61.333333333333336,170,65,22,3800000
Ivanovski Méïté,61.0,79.14285714285714,ST,50.0,64.83333333333333,70.0,55.333333333333336,185,82,25,3300000
Tarik Tissoudali,75.5,74.28571428571429,ST,23.5,57.5,66.875,63.333333333333336,182,74,28,2400000
Nuno Pina Suzuki,68.0,71.57142857142857,ST,44.0,66.33333333333333,66.125,65.66666666666667,182,75,25,3300000
Cristian Tarragona,67.5,81.42857142857143,ST,41.0,66.66666666666667,62.375,50.0,180,77,30,2300000
Janni Serra,65.5,60.57142857142857,ST,36.5,56.5,61.75,47.666666666666664,193,87,23,3600000
Simon Banza,71.0,70.0,ST,30.5,59.333333333333336,62.875,43.666666666666664,189,77,25,3200000
Moussa Koné,73.0,79.0,ST,30.0,60.333333333333336,59.125,56.0,175,68,24,3400000
Emre Mor,79.0,72.14285714285714,ST,29.0,60.0,59.0,61.0,169,60,24,3700000
Christian Bassogog,0.0,83.42857142857143,ST,39.0,37.666666666666664,58.75,20.0,173,72,26,
Casimir Ninga,70.5,77.42857142857143,ST,23.0,59.333333333333336,67.5,63.0,186,81,28,2400000
Leandro Vivenço,76.0,73.14285714285714,ST,27.5,56.166666666666664,73.875,57.666666666666664,174,69,21,2800000
Jadson Vidigal,61.5,70.42857142857143,ST,14.0,59.0,70.375,56.666666666666664,175,70,29,2300000
Gérson Noalha,76.0,72.71428571428571,ST,29.0,56.833333333333336,75.125,55.0,178,76,29,2300000
Hélton Celanova,68.0,63.57142857142857,ST,15.5,58.666666666666664,71.875,55.333333333333336,180,92,29,2300000
Gustavo Lobateiro,71.0,68.28571428571429,ST,28.0,61.0,57.5,68.33333333333333,180,76,21,2800000
Benjamin Tetteh,72.5,71.0,ST,18.5,57.833333333333336,57.625,52.0,193,91,24,3600000
Sergi Guardiola,72.5,64.28571428571429,ST,25.5,60.833333333333336,67.25,54.333333333333336,184,78,30,2300000
Stanislav Iljutcenko,66.5,63.0,ST,32.5,59.333333333333336,59.0,51.0,187,82,31,2300000
Katránis Mutō,75.5,72.71428571428571,ST,38.0,63.0,65.875,64.0,178,72,29,2400000
Ricardo Lopes,73.0,75.57142857142857,ST,39.0,63.5,68.5,65.66666666666667,184,77,30,2300000
Christopher Ikonomidis,74.5,73.28571428571429,ST,50.5,61.666666666666664,63.875,66.66666666666667,178,75,26,2800000
Jordan Siebatcheu,71.5,70.42857142857143,ST,22.5,58.5,65.125,57.333333333333336,190,87,25,3300000
Henk Veerman,61.5,63.42857142857143,ST,24.0,60.333333333333336,58.75,45.333333333333336,201,90,30,2300000
Sabin Merino,71.5,52.714285714285715,ST,49.0,65.66666666666667,70.875,63.333333333333336,187,74,29,2300000
Ángel González,72.0,74.42857142857143,ST,49.0,65.66666666666667,55.375,64.66666666666667,169,70,27,2500000
Karlan Grant,72.5,75.28571428571429,ST,31.5,55.666666666666664,68.5,58.333333333333336,182,70,24,3700000
Serginho,72.5,68.85714285714286,ST,41.0,62.0,71.5,70.33333333333333,189,85,27,2500000
Joel Tagueu,71.0,72.28571428571429,ST,21.5,60.166666666666664,64.125,58.333333333333336,178,70,27,2700000
Mamadou Sylla,71.5,74.85714285714286,ST,31.5,62.166666666666664,65.25,56.0,184,84,27,2700000
Leonardo Mancuso,72.5,76.42857142857143,ST,31.0,61.833333333333336,64.75,61.0,182,77,29,2300000
Stefan Mugoša,69.5,68.28571428571429,ST,19.0,58.166666666666664,67.375,45.333333333333336,188,81,29,2300000
Javier Correa,72.5,69.28571428571429,ST,25.0,60.0,58.875,49.333333333333336,184,86,28,3100000
Florin Tănase,70.5,69.14285714285714,ST,43.5,67.16666666666667,70.5,71.0,185,71,26,2600000
Cristian Ortiz,71.0,66.42857142857143,ST,38.0,67.5,61.125,63.666666666666664,169,70,29,2400000
Ömer Ali Şahiner,71.5,78.28571428571429,ST,63.5,69.16666666666667,67.25,68.33333333333333,175,70,29,2300000
Enzo Crivelli,69.0,68.0,ST,34.0,65.33333333333333,66.0,60.666666666666664,184,84,26,2900000
Nahuel Leiva,70.5,69.14285714285714,ST,23.5,60.0,65.75,66.0,176,70,24,3700000
Juan José Narváez,74.5,63.714285714285715,ST,52.0,61.5,66.25,67.66666666666667,180,76,26,3100000
Antonio Čolak,67.5,69.42857142857143,ST,31.5,51.0,46.375,50.666666666666664,188,81,28,2500000
Gennaro Tutino,75.5,72.85714285714286,ST,34.0,59.0,71.375,70.0,177,76,25,3600000
Mattia Aramu,74.5,69.14285714285714,ST,54.0,63.666666666666664,64.5,68.66666666666667,180,69,26,2800000
Sandro,77.5,66.28571428571429,ST,25.0,61.0,73.875,64.0,175,71,26,3100000
Deon Hotto,69.0,77.0,ST,25.0,58.5,67.625,75.0,170,65,30,2300000
Erik,73.5,77.28571428571429,ST,19.0,52.0,64.5,65.0,170,70,27,2800000
Sandro,77.5,66.28571428571429,ST,25.0,61.0,73.875,64.0,175,71,26,3100000
Deon Hotto,69.0,77.0,ST,25.0,58.5,67.625,75.0,170,65,30,2300000
Erik,73.5,77.28571428571429,ST,19.0,52.0,64.5,65.0,170,70,27,2800000
Rémy Dugimont,71.5,73.0,ST,37.5,63.666666666666664,72.0,70.66666666666667,182,75,35,950000
Carlos Strandberg,66.0,70.85714285714286,ST,24.5,56.166666666666664,60.75,51.666666666666664,187,90,25,3100000
Emilio Noslin,63.0,72.28571428571429,ST,27.5,62.166666666666664,67.25,55.666666666666664,186,75,34,1500000
Mikael Uhre,68.0,77.71428571428571,ST,34.5,57.666666666666664,58.75,46.0,188,86,27,
Alan Ruiz,76.0,62.42857142857143,ST,31.0,62.0,71.375,73.33333333333333,183,77,28,2500000
Lucas Cavallini,69.5,74.42857142857143,ST,38.5,62.0,66.375,44.0,182,89,28,2400000
Adis Jahović,67.0,63.0,ST,33.0,59.0,66.125,47.666666666666664,191,86,34,1100000
Robert Berić,67.5,64.0,ST,34.0,66.16666666666667,68.5,61.666666666666664,188,82,30,2300000
Andreas Voglsammer,69.5,75.71428571428571,ST,36.5,66.0,71.375,61.666666666666664,178,81,29,2300000
Álex Gallar,72.5,71.57142857142857,ST,47.0,55.666666666666664,68.5,68.0,176,71,29,2300000
Luiz Phellype,70.5,61.285714285714285,ST,22.5,64.83333333333333,73.375,57.333333333333336,188,83,28,2500000
Siebe Schrijvers,73.0,69.71428571428571,ST,48.5,70.33333333333333,70.75,70.66666666666667,180,67,25,3400000
Aitor García,70.5,77.42857142857143,ST,40.0,58.0,64.75,66.0,173,72,27,2500000
Cristiano,70.0,72.57142857142857,ST,50.0,67.83333333333333,70.125,67.66666666666667,183,83,34,1100000
Jakub Świerczok,71.0,73.42857142857143,ST,20.5,60.333333333333336,65.125,45.666666666666664,179,75,28,2400000
Philipp Hofmann,63.5,55.857142857142854,ST,32.0,62.666666666666664,62.875,45.666666666666664,195,89,28,2400000
Franck Boli,70.0,76.14285714285714,ST,25.0,55.0,60.75,45.0,180,77,28,2500000
Michael Krmenčík,70.0,64.28571428571429,ST,21.0,62.0,66.875,55.333333333333336,190,85,28,2400000
Diego Oliveira,73.5,70.85714285714286,ST,31.0,66.0,68.0,70.66666666666667,179,80,31,2000000
Strefezza Touzghar,71.0,75.0,ST,19.0,58.0,66.75,58.333333333333336,179,75,34,1100000
Ahmed Musa,71.5,80.14285714285714,ST,28.0,53.666666666666664,62.375,62.666666666666664,171,66,28,2400000
Benito Raman,73.0,80.42857142857143,ST,29.0,64.0,69.5,63.666666666666664,172,67,26,2900000
Daniel Royer,74.5,80.0,ST,49.0,65.33333333333333,69.25,64.33333333333333,177,73,31,1900000
Michael Gregoritsch,72.0,59.0,ST,38.0,63.166666666666664,74.0,69.66666666666667,193,91,27,2500000
Sebá,71.5,76.28571428571429,ST,45.0,67.66666666666667,67.75,65.33333333333333,182,73,29,2300000
Pablo Chavarría,73.5,73.14285714285714,ST,30.5,64.0,66.25,67.0,185,80,33,1500000
Ilja Nestorovski,70.0,71.0,ST,34.0,59.166666666666664,68.875,50.0,182,75,31,2000000
Caio,75.0,74.42857142857143,ST,24.0,61.666666666666664,70.375,64.0,179,70,31,2300000
Pascal Testroet,66.5,70.14285714285714,ST,36.0,62.0,67.75,54.0,186,86,31,2300000
Charlie Austin,68.0,59.285714285714285,ST,28.5,66.5,69.5,54.666666666666664,188,84,32,2000000
Roy Krishna,70.5,84.71428571428571,ST,45.5,67.83333333333333,68.125,64.66666666666667,169,70,34,1500000
Alberto Quintero,74.5,73.0,ST,15.5,57.833333333333336,59.375,65.0,165,62,33,1500000
Guido Burgstaller,69.5,67.14285714285714,ST,37.0,69.0,66.625,66.66666666666667,187,80,32,1900000
Milton Caraglio,70.5,59.142857142857146,ST,20.0,61.0,69.5,61.333333333333336,187,92,32,1900000
Patrick Mortensen,68.0,60.57142857142857,ST,29.0,62.5,62.5,48.666666666666664,190,78,32,2000000
Fredy Montero,73.0,70.14285714285714,ST,42.0,64.83333333333333,76.0,67.33333333333333,175,74,34,1500000
Håvard Nielsen,72.5,73.42857142857143,ST,39.5,65.83333333333333,62.875,66.0,187,82,28,2500000
Bengali-Fodé Koita,71.5,72.42857142857143,ST,13.5,50.166666666666664,61.875,60.333333333333336,186,86,30,2300000
Junior Hoilett,72.5,74.0,ST,31.5,64.16666666666667,67.0,66.0,173,70,31,1900000
Fredrik Gulbrandsen,73.0,83.57142857142857,ST,34.0,61.666666666666664,65.375,60.0,175,79,29,2400000
Franco Di Santo,71.0,48.57142857142857,ST,42.5,66.66666666666667,69.0,41.0,193,88,32,1900000
Federico Macheda,72.5,68.28571428571429,ST,24.5,58.666666666666664,68.875,50.666666666666664,185,77,30,2300000
Massimo Coda,70.0,61.714285714285715,ST,17.5,57.0,70.625,45.333333333333336,184,73,32,1900000
Mario Gavranović,71.0,71.28571428571429,ST,32.0,60.833333333333336,68.625,57.0,175,76,31,2000000
Rouwen Hennings,66.0,66.28571428571429,ST,36.5,64.0,74.625,60.0,180,80,34,1500000
Adrián Ramos,67.5,72.0,ST,38.5,66.33333333333333,68.75,63.333333333333336,186,78,35,1000000
Shane Long,72.5,74.0,ST,29.0,67.0,63.875,61.666666666666664,178,70,34,1100000
Claudiu Keșerü,69.0,62.714285714285715,ST,37.0,64.16666666666667,72.875,63.666666666666664,179,80,34,1100000
Billy Sharp,64.5,61.0,ST,36.5,68.66666666666667,70.0,60.0,175,70,35,1000000
Darío Cvitanich,72.0,65.71428571428571,ST,32.5,68.16666666666667,64.75,65.0,177,70,37,800000
Jimmy Briand,71.0,65.85714285714286,ST,44.0,68.16666666666667,70.125,70.66666666666667,181,84,36,1000000
Milutin Osmajić,65.5,70.0,ST,36.5,60.166666666666664,63.625,61.333333333333336,185,76,22,4200000
Fábio,68.0,73.85714285714286,ST,43.0,62.833333333333336,58.75,37.666666666666664,193,81,24,2900000
Agustín Álvarez Martínez,66.0,73.14285714285714,ST,27.5,58.166666666666664,68.125,56.333333333333336,180,75,20,4100000
Amine Adli,74.5,69.28571428571429,ST,34.5,54.166666666666664,65.875,63.333333333333336,174,60,21,4600000
Aquiles Ocanto,72.5,70.85714285714286,ST,24.0,54.0,60.0,65.66666666666667,182,80,32,1500000
Shamar Nicholson,67.0,65.71428571428571,ST,20.0,58.166666666666664,65.625,56.0,192,83,24,2900000
João Pedro,74.0,68.71428571428571,ST,18.0,53.333333333333336,62.25,58.0,182,70,20,4500000
Dejan Joveljić,71.5,72.57142857142857,ST,26.5,61.0,64.75,62.0,181,75,22,4200000
Ezequiel Bullaude,76.0,70.85714285714286,ST,31.0,54.666666666666664,60.25,60.666666666666664,184,80,20,3700000
Vladyslav Supriaha,71.5,68.71428571428571,ST,14.0,49.5,59.375,47.666666666666664,182,75,21,4200000
Andrey Estupiñán,71.5,75.14285714285714,ST,43.5,57.833333333333336,34.625,64.0,175,72,27,2000000
Santiago Giménez,66.0,69.71428571428571,ST,37.0,60.0,62.75,58.333333333333336,182,69,20,4500000
Petar Musa,71.5,56.57142857142857,ST,30.5,61.333333333333336,67.875,56.0,190,81,23,3800000
Kevin Behrens,64.0,75.0,ST,23.5,60.333333333333336,62.25,48.333333333333336,184,84,30,1800000
Marius Bülter,72.0,70.14285714285714,ST,46.0,61.166666666666664,64.0,66.33333333333333,188,85,28,1900000
Deniz Undav,0.0,60.0,ST,31.0,3.0,35.875,0.0,178,86,25,
Daniel-Kofi Kyereh,74.0,79.71428571428571,ST,17.5,53.333333333333336,57.875,61.333333333333336,179,73,25,2800000
Loïs Openda,69.5,82.57142857142857,ST,24.0,58.666666666666664,58.0,62.333333333333336,174,78,21,4200000
Hugo Duro,74.5,60.57142857142857,ST,0.0,21.5,38.25,0.0,180,76,21,4200000
Josh Sargent,70.5,72.28571428571429,ST,38.0,64.16666666666667,64.75,59.666666666666664,185,79,21,4200000
Augusto Lotti,72.5,69.28571428571429,ST,21.0,54.0,60.875,51.333333333333336,179,70,25,2800000
Vagner,75.0,76.85714285714286,ST,27.5,54.833333333333336,65.5,58.666666666666664,169,67,25,2800000
Carlos Garcés,63.5,73.14285714285714,ST,27.0,53.5,63.625,49.0,185,85,31,1600000
