,ball skills,physical,postions_Player,defence,mental,shooting,passing,hight,wight,age,value
Angel Gomes,72.5,71.71428571428571,ST,38.5,61.5,67.375,68.0,168,56,21,4100000
Brenner,74.5,69.14285714285714,ST,21.0,55.5,64.125,59.333333333333336,175,70,21,4200000
Eldor Shomurodov,72.0,72.57142857142857,ST,32.5,56.833333333333336,67.5,60.0,190,76,26,2500000
Kaveh Rezaei,67.0,68.42857142857143,ST,25.5,60.5,72.125,62.333333333333336,185,79,29,1900000
Dennis Srbeny,0.0,66.42857142857143,ST,28.5,50.5,61.0,54.333333333333336,190,83,27,
Albert Guðmundsson,78.0,72.42857142857143,ST,32.0,59.166666666666664,62.5,64.66666666666667,178,78,24,3000000
Lebo Mothiba,71.0,68.57142857142857,ST,23.5,60.0,66.25,57.666666666666664,182,76,25,2800000
Gustavo Blanco Leschuk,66.5,68.85714285714286,ST,32.0,60.833333333333336,61.375,49.666666666666664,190,88,29,1900000
Jeremy Ebobisse,67.5,80.71428571428571,ST,29.5,62.0,61.125,63.333333333333336,183,79,24,2700000
Pierre-Yves Hamel,68.0,66.71428571428571,ST,21.0,53.833333333333336,61.5,57.333333333333336,189,76,27,2200000
Johannes Eggestein,74.5,70.42857142857143,ST,34.0,59.5,64.75,68.33333333333333,183,75,23,3000000
Myziane Maolida,75.0,71.14285714285714,ST,19.0,56.166666666666664,62.0,61.0,182,78,22,2900000
Rômulo Calsede,67.5,71.85714285714286,ST,27.0,58.166666666666664,67.5,59.0,181,78,21,2200000
Felipe Vizeu,68.5,68.71428571428571,ST,22.0,58.5,65.875,52.333333333333336,184,82,24,2700000
Jon Bautista,70.0,57.714285714285715,ST,23.5,53.166666666666664,69.875,57.0,180,72,26,2500000
Cedric Itten,67.5,69.71428571428571,ST,31.5,58.333333333333336,62.875,62.333333333333336,189,81,24,3000000
Franco Troyansky,71.5,75.57142857142857,ST,30.0,64.33333333333333,67.25,68.66666666666667,178,77,24,2900000
Iké Ugbo,68.0,71.57142857142857,ST,25.5,60.833333333333336,61.375,53.666666666666664,185,73,23,3800000
Guilherme Parede,71.0,68.42857142857143,ST,46.0,66.0,64.5,66.33333333333333,176,74,26,2200000
Ivan Šaponjić,66.5,64.85714285714286,ST,25.5,55.5,62.875,45.333333333333336,190,88,24,3800000
Michael Santos,70.5,75.85714285714286,ST,38.5,64.33333333333333,67.5,60.333333333333336,176,73,28,1900000
Rey Manaj,71.5,68.42857142857143,ST,28.0,54.0,64.625,52.333333333333336,182,76,24,3800000
Rafanilton Vilela,74.0,73.28571428571429,ST,13.0,57.833333333333336,64.0,60.333333333333336,180,71,33,1200000
Paulão Junqueiras,65.0,47.285714285714285,ST,22.0,58.166666666666664,69.375,44.666666666666664,193,96,21,2200000
Gus Outomouro,72.0,71.28571428571429,ST,24.5,59.666666666666664,68.125,65.66666666666667,175,73,25,2100000
Josué da Feira,72.5,67.57142857142857,ST,25.5,56.333333333333336,69.875,62.0,177,71,29,1900000
Walter Silvieiro,65.0,67.0,ST,26.5,62.5,71.75,58.666666666666664,179,70,29,1900000
Thiago Alminxa,74.5,70.71428571428571,ST,18.0,58.666666666666664,64.25,63.0,182,71,29,1900000
Carleto Costinha,72.5,70.85714285714286,ST,35.5,60.5,63.625,70.0,175,69,29,1800000
Moon Seon Min,69.0,82.71428571428571,ST,36.0,55.5,57.75,62.333333333333336,172,68,29,1800000
Talisca Rahmani,76.0,65.42857142857143,ST,29.0,56.833333333333336,62.0,64.66666666666667,178,72,26,2200000
Jhonder Cádiz,70.5,63.285714285714285,ST,28.0,61.666666666666664,59.5,51.333333333333336,191,85,26,2500000
Thiago Santana,69.5,70.0,ST,20.0,59.166666666666664,67.25,54.666666666666664,184,79,28,1900000
Kerim Mrabti,69.0,78.85714285714286,ST,50.5,67.5,66.75,66.33333333333333,175,75,27,2200000
Samuel Adegbenro,73.5,85.28571428571429,ST,41.5,60.666666666666664,63.75,57.333333333333336,178,75,25,2300000
Franco Soldano,69.5,73.42857142857143,ST,43.5,64.16666666666667,62.5,46.0,180,76,27,2200000
Sergio Santos,73.5,77.71428571428571,ST,24.0,52.833333333333336,56.25,54.666666666666664,180,77,27,2200000
Gabriel Ávalos,69.5,70.85714285714286,ST,34.0,56.666666666666664,58.0,44.0,189,88,31,1800000
Chris Willock,75.0,72.28571428571429,ST,28.0,53.833333333333336,49.875,59.666666666666664,178,67,23,3000000
Kevin Nisbet,67.0,73.0,ST,32.0,65.33333333333333,67.875,59.333333333333336,180,77,24,2700000
Nicolás Fernández,72.0,78.57142857142857,ST,26.0,61.5,63.875,58.0,165,66,25,2800000
Jesús Imaz,70.5,77.85714285714286,ST,27.5,55.666666666666664,64.5,67.66666666666667,179,70,31,1800000
Leonardo Ramos,66.5,70.0,ST,30.5,60.333333333333336,68.5,50.0,185,84,32,1600000
Andreas Gruber,69.0,77.57142857142857,ST,32.0,62.333333333333336,69.25,67.0,174,70,26,2400000
Octavio Rivero,69.5,70.57142857142857,ST,19.5,58.833333333333336,59.625,48.0,185,83,29,1900000
Oğulcan Çağlayan,73.5,74.71428571428571,ST,26.5,55.5,64.125,66.66666666666667,188,78,25,2400000
Mauro Manotas,69.5,70.28571428571429,ST,30.0,61.666666666666664,61.125,58.333333333333336,178,69,26,2500000
Albian Ajeti,69.0,74.57142857142857,ST,28.5,60.666666666666664,62.375,59.333333333333336,183,78,24,2900000
Cyriel Dessers,65.5,72.57142857142857,ST,29.0,56.166666666666664,62.75,52.666666666666664,184,83,26,2400000
Fernando Karanga,64.5,64.71428571428571,ST,27.5,57.166666666666664,64.625,49.666666666666664,191,77,30,1800000
Dawid Kownacki,70.5,72.0,ST,24.0,63.666666666666664,62.625,60.0,186,75,24,2900000
Ernesto Torregrossa,66.5,75.28571428571429,ST,23.0,56.0,64.875,51.666666666666664,184,87,29,1900000
Jonatan Cristaldo,73.5,72.0,ST,21.0,64.66666666666667,66.875,62.0,174,73,32,1500000
Oli McBurnie,71.0,63.285714285714285,ST,30.5,63.333333333333336,61.375,54.666666666666664,191,77,25,2600000
Rober Ibáñez,72.5,67.85714285714286,ST,45.0,64.33333333333333,65.0,69.33333333333333,179,72,28,1900000
Mame Thiam,72.0,73.14285714285714,ST,23.0,59.333333333333336,64.25,64.0,185,79,29,1900000
Pablo Velázquez,68.0,64.71428571428571,ST,24.5,62.833333333333336,70.375,45.666666666666664,191,86,34,900000
Guido Carrillo,71.5,60.285714285714285,ST,36.0,64.0,66.75,51.666666666666664,191,87,30,1800000
Fernando Márquez,65.5,71.28571428571429,ST,37.0,61.333333333333336,67.125,58.333333333333336,184,86,33,1200000
Marcus Ingvartsen,73.5,69.57142857142857,ST,35.5,59.666666666666664,69.875,59.333333333333336,187,84,25,2400000
Leonardo Castro,65.0,66.0,ST,32.0,57.833333333333336,59.25,61.333333333333336,183,80,32,1500000
Wilson Morelo,70.0,74.57142857142857,ST,37.0,64.66666666666667,70.25,58.333333333333336,172,70,34,900000
Angelo Rodríguez,69.5,66.57142857142857,ST,30.0,61.833333333333336,57.875,53.333333333333336,181,80,32,1500000
Chuba Akpom,69.5,77.42857142857143,ST,23.0,57.833333333333336,60.75,51.0,186,81,25,2600000
Sven Michel,70.5,75.28571428571429,ST,32.5,62.833333333333336,65.25,61.0,179,79,31,1600000
Davie Selke,67.0,70.28571428571429,ST,40.5,62.5,65.5,49.333333333333336,194,84,26,2400000
Fernando Aristeguieta,68.5,65.85714285714286,ST,39.0,58.666666666666664,67.375,54.666666666666664,188,87,29,1900000
Wesley Saïd,0.0,41.142857142857146,ST,26.5,21.666666666666668,28.375,66.66666666666667,173,71,26,
Brandon Thomas,71.0,77.71428571428571,ST,24.5,48.0,57.0,59.333333333333336,175,71,26,
Kenan Karaman,75.0,70.71428571428571,ST,24.0,56.666666666666664,58.875,66.33333333333333,189,83,27,2200000
Benjamin Kololli,73.5,71.42857142857143,ST,53.5,63.166666666666664,65.5,66.33333333333333,184,82,29,1800000
Cassiano,64.0,65.85714285714286,ST,21.0,56.333333333333336,65.75,53.666666666666664,184,75,32,1500000
Martin Boyle,69.0,79.0,ST,53.5,57.333333333333336,61.75,60.0,172,70,28,1900000
Simon Hedlund,71.0,79.0,ST,25.0,64.16666666666667,58.75,62.0,173,66,28,1900000
Ivan Santini,61.5,56.0,ST,36.0,66.5,70.25,46.666666666666664,190,90,32,1500000
Miler Bolaños,73.5,72.85714285714286,ST,23.0,60.0,65.25,63.0,172,63,31,1600000
Leke James,71.0,74.85714285714286,ST,25.0,54.5,62.75,53.333333333333336,188,80,28,1900000
Mikael Ishak,65.5,72.71428571428571,ST,33.5,58.833333333333336,61.125,54.666666666666664,185,81,28,1900000
Cauley Woodrow,69.0,70.57142857142857,ST,30.0,58.833333333333336,65.125,57.333333333333336,184,74,26,2400000
Hillal Soudani,73.0,72.14285714285714,ST,38.5,67.83333333333333,68.875,67.66666666666667,182,75,33,1200000
Mats Seuntjens,71.0,69.14285714285714,ST,63.0,67.33333333333333,67.0,70.0,187,81,29,1800000
Jürgen Locadia,73.0,68.0,ST,31.5,63.333333333333336,69.125,62.666666666666664,185,87,27,2200000
Abdón Prats,69.0,68.85714285714286,ST,26.0,51.0,71.875,62.666666666666664,181,81,28,1900000
Jesé,76.5,60.714285714285715,ST,20.0,46.833333333333336,68.75,43.0,178,80,28,
CJ Sapong,67.0,65.42857142857143,ST,37.0,51.5,44.75,57.666666666666664,185,84,32,1500000
Ohi Omoijuanfo,68.0,71.14285714285714,ST,38.0,66.33333333333333,67.5,59.666666666666664,188,75,27,2200000
Federico Santander,68.0,70.42857142857143,ST,25.5,65.0,66.0,59.333333333333336,187,84,30,1800000
Tom Barkhuizen,69.0,82.42857142857143,ST,42.0,60.166666666666664,57.625,59.333333333333336,179,70,28,2000000
Jonson Clarke-Harris,65.0,74.28571428571429,ST,22.0,60.0,67.25,49.666666666666664,183,78,27,2100000
Stanislav Tecl,69.5,76.57142857142857,ST,35.0,66.0,63.625,60.666666666666664,181,82,31,1800000
Majeed Waris,71.5,78.28571428571429,ST,33.5,65.66666666666667,63.75,64.0,172,73,30,1900000
Franco Jara,71.0,71.28571428571429,ST,24.0,60.666666666666664,67.875,64.33333333333333,180,77,33,1500000
Khouma Babacar,70.5,66.71428571428571,ST,30.5,56.0,69.75,53.333333333333336,185,85,28,1900000
Torgeir Børven,67.5,74.0,ST,31.5,55.0,67.25,53.333333333333336,185,72,29,1900000
Ilombe Mboyo,72.5,68.57142857142857,ST,38.0,65.66666666666667,68.25,67.66666666666667,186,82,34,900000
E.Karaca Ōsako,77.0,69.42857142857143,ST,41.0,62.333333333333336,67.625,57.666666666666664,182,71,31,1600000
Kamil Wilczek,68.0,67.14285714285714,ST,32.5,67.66666666666667,64.125,62.666666666666664,185,83,33,1200000
Björn Bergmann Sigurðarson,71.5,67.42857142857143,ST,35.0,67.0,64.75,59.0,185,81,30,1800000
Melano Salibur,72.5,76.71428571428571,ST,35.0,59.666666666666664,67.375,66.33333333333333,177,76,30,1800000
Quique,68.0,76.28571428571429,ST,40.0,63.5,67.5,64.66666666666667,175,67,31,1600000
Manuel Schäffler,62.0,65.0,ST,24.0,63.833333333333336,64.25,49.666666666666664,189,89,32,1500000
Dentinho,75.0,72.57142857142857,ST,45.5,65.5,64.5,63.0,176,75,32,1500000
Ádám Szalai,66.5,48.857142857142854,ST,41.5,69.66666666666667,67.5,54.666666666666664,193,93,33,1200000
Tomáš Pekhart,62.5,57.285714285714285,ST,29.0,62.166666666666664,63.5,49.333333333333336,196,89,32,1500000
Gary Hooper,67.0,65.0,ST,26.5,61.333333333333336,67.5,61.0,179,82,33,1200000
Jozy Altidore,66.0,66.85714285714286,ST,28.0,64.0,71.625,54.0,183,79,31,1600000
Scott Sinclair,73.0,70.85714285714286,ST,39.5,61.833333333333336,69.625,60.666666666666664,178,70,32,1500000
Angulo,68.5,73.57142857142857,ST,33.5,60.833333333333336,69.125,58.333333333333336,183,79,37,650000
Rubén Castro,69.5,73.71428571428571,ST,24.0,64.16666666666667,69.75,55.0,169,68,40,650000
Roque Santa Cruz,69.0,37.57142857142857,ST,30.0,66.16666666666667,71.25,56.333333333333336,189,80,40,650000
Cadena,69.5,67.57142857142857,ST,31.5,60.833333333333336,71.375,57.666666666666664,186,78,39,650000
Cantero,72.0,71.0,ST,20.5,53.666666666666664,55.375,65.66666666666667,184,75,21,3600000
Ahmadou Bamba Dieng,70.0,67.42857142857143,ST,27.5,52.333333333333336,66.75,52.0,178,72,21,3500000
Elye Wahi,75.0,74.42857142857143,ST,27.0,58.5,63.875,57.666666666666664,184,74,18,3400000
Rodríguez Serrano Vertessen,71.0,74.85714285714286,ST,31.0,55.0,61.75,61.666666666666664,176,68,20,3800000
Gustavo Del Prete,70.0,65.0,ST,22.0,49.666666666666664,60.25,52.333333333333336,175,64,25,2400000
Karim El Berkaoui,68.5,79.28571428571429,ST,18.5,59.0,67.5,48.666666666666664,174,63,25,2400000
Jackson Muleka,70.0,75.42857142857143,ST,21.5,58.166666666666664,65.75,53.333333333333336,180,77,22,3600000
Osman Bukari,75.5,78.85714285714286,ST,26.0,57.666666666666664,57.875,57.666666666666664,170,68,22,3200000
Mirko Marić,67.0,63.42857142857143,ST,25.0,55.333333333333336,62.375,46.333333333333336,188,80,26,2100000
Michel Ange Balikwisha,72.0,77.0,ST,12.0,54.0,57.875,63.666666666666664,178,69,20,3800000
Omar Marmoush,37.0,75.42857142857143,ST,24.0,23.166666666666668,46.0,54.333333333333336,183,81,22,3600000
Marco Grüll,70.5,71.85714285714286,ST,34.0,51.666666666666664,64.875,63.0,182,74,23,2600000
Armando Broja,71.0,58.714285714285715,ST,27.0,56.833333333333336,61.125,50.666666666666664,191,75,20,3800000
Júnior Santos,71.0,63.57142857142857,ST,22.0,56.166666666666664,60.5,50.333333333333336,188,85,27,
Róbert Boženík,69.5,71.28571428571429,ST,29.5,60.666666666666664,64.0,61.333333333333336,188,81,21,3300000
Daryl Dike,65.0,66.28571428571429,ST,15.0,51.166666666666664,29.75,21.666666666666668,188,100,21,
Leonardo,68.0,67.28571428571429,ST,27.5,60.666666666666664,67.875,49.333333333333336,180,77,24,2400000
Jholvis Acevedo,69.5,70.0,ST,37.5,56.0,65.125,60.666666666666664,179,73,23,2100000
Ignacio Ramírez,58.5,68.85714285714286,ST,20.5,50.333333333333336,61.375,49.666666666666664,179,76,24,3200000
Fábio Silva,72.5,68.42857142857143,ST,18.5,55.333333333333336,61.625,42.333333333333336,185,75,19,3700000
Halil İbrahim Dervişoğlu,73.5,67.85714285714286,ST,35.5,60.833333333333336,64.25,56.333333333333336,183,76,21,3600000
Ugo Bonnet,67.5,73.14285714285714,ST,26.0,57.5,62.5,48.333333333333336,181,73,28,1700000
Aké Loba,68.5,76.42857142857143,ST,19.5,54.0,61.125,58.0,179,72,23,3600000
Bryan Angulo,68.0,72.0,ST,14.5,50.0,64.25,46.333333333333336,183,75,25,2200000
Daizen Maeda,69.0,78.57142857142857,ST,36.0,60.333333333333336,68.125,56.333333333333336,173,68,23,2400000
Iván Jaime,73.5,65.85714285714286,ST,49.0,58.333333333333336,64.125,64.66666666666667,180,73,21,3800000
Rober,72.5,47.57142857142857,ST,23.5,55.666666666666664,58.125,65.66666666666667,169,63,20,3800000
Makhtar Gueye,64.0,60.285714285714285,ST,25.0,58.333333333333336,65.5,55.333333333333336,195,91,23,2400000
Sekou Gassama,63.5,65.71428571428571,ST,28.0,54.333333333333336,63.0,43.0,189,88,26,2100000
Christian Kühlwetter,71.0,75.14285714285714,ST,30.0,60.5,64.625,60.333333333333336,180,79,25,2200000
Kevin Castañeda,68.0,65.28571428571429,ST,32.5,56.333333333333336,70.5,65.33333333333333,174,79,21,3100000
Elady,69.0,72.28571428571429,ST,38.0,57.666666666666664,66.875,64.33333333333333,176,75,31,1400000
Fernando,77.0,64.28571428571429,ST,32.5,53.666666666666664,59.5,55.0,176,69,22,3600000
Maximiliano Salas,74.5,70.85714285714286,ST,26.5,51.5,59.0,68.33333333333333,172,75,23,2400000
Moussa Djitté,72.0,80.0,ST,23.5,56.0,58.375,52.666666666666664,180,75,22,3600000
Jonathan Herrera,67.5,69.85714285714286,ST,20.0,53.833333333333336,61.0,56.0,175,75,30,1600000
Francisco Apaolaza,62.5,66.57142857142857,ST,31.0,57.333333333333336,58.875,49.666666666666664,187,79,24,2100000
Linton Maina,71.5,75.0,ST,24.5,51.5,52.0,62.333333333333336,173,70,22,3600000
Elvir Koljić,61.5,67.42857142857143,ST,28.5,57.833333333333336,65.625,49.666666666666664,191,85,26,2000000
Vajebah Bárcenas,70.0,72.85714285714286,ST,35.5,53.5,62.25,63.666666666666664,175,75,27,1700000
Jesus Ferreira,66.5,78.85714285714286,ST,38.0,61.5,60.625,62.0,173,64,20,3800000
Eddie Salcedo,78.5,72.14285714285714,ST,34.0,53.5,58.625,62.0,178,74,20,3800000
Tyrese Campbell,70.0,72.28571428571429,ST,31.0,58.333333333333336,64.375,57.0,183,75,21,3900000
Kévin Zovko,75.5,73.85714285714286,ST,21.0,48.166666666666664,62.0,61.666666666666664,180,73,24,2500000
Nikolai Baden Frederiksen,74.0,75.28571428571429,ST,20.0,54.333333333333336,65.375,58.666666666666664,179,68,21,3600000
Danilo,73.0,74.57142857142857,ST,18.5,55.166666666666664,67.25,51.333333333333336,174,66,22,3600000
Sergio Córdova,69.5,66.85714285714286,ST,19.5,51.833333333333336,63.25,49.666666666666664,188,87,24,3200000
Marko Raguž,71.5,68.28571428571429,ST,17.0,59.833333333333336,63.25,57.333333333333336,186,79,23,2500000
Adrian Grbic,67.5,68.28571428571429,ST,33.0,56.666666666666664,70.875,50.666666666666664,188,82,25,2300000
Umut Bozok,71.0,74.85714285714286,ST,23.0,56.333333333333336,63.125,55.666666666666664,178,75,25,2100000
Daniel Keita-Ruel,64.0,74.42857142857143,ST,37.0,58.0,63.625,46.666666666666664,185,79,32,1300000
Na Sang Ho,68.0,77.0,ST,28.5,58.333333333333336,56.75,60.666666666666664,173,70,25,2200000
Ado Onaiwu,66.0,75.28571428571429,ST,34.5,59.666666666666664,61.0,51.333333333333336,180,75,25,2200000
Aaron Connolly,70.5,72.0,ST,15.0,56.5,59.75,49.0,175,73,21,3300000
Mohamed Buya Turay,70.0,80.71428571428571,ST,24.5,59.666666666666664,60.375,48.333333333333336,180,75,26,1800000
Túlio Sandoiro,74.5,65.71428571428571,ST,25.5,62.0,70.0,59.666666666666664,186,82,25,1800000
Norberto Briasco,73.0,74.42857142857143,ST,16.5,56.166666666666664,59.25,61.666666666666664,186,82,25,2400000
Facundo Barceló,66.0,77.85714285714286,ST,22.0,47.333333333333336,60.25,43.333333333333336,180,78,28,1600000
Juan Brunetta,69.0,65.57142857142857,ST,45.0,61.5,68.5,73.0,172,68,24,2400000
Husein Balić,68.0,74.14285714285714,ST,26.5,54.0,59.5,65.33333333333333,183,75,25,2100000
Johan Moreno,71.5,63.714285714285715,ST,37.5,55.166666666666664,66.5,67.66666666666667,169,72,30,1500000
Andreas Albers,64.5,66.14285714285714,ST,25.5,48.833333333333336,55.75,42.666666666666664,193,90,31,1300000
Mamadou Fall,67.0,68.42857142857143,ST,38.5,56.833333333333336,60.0,63.0,184,72,29,1600000
David Okereke,72.0,78.28571428571429,ST,24.0,55.5,56.75,48.0,181,77,24,2500000
Shoma Doi,71.0,71.85714285714286,ST,45.0,61.833333333333336,63.75,65.0,172,63,29,1600000
Ataru Esaka,69.5,74.14285714285714,ST,49.5,65.5,66.75,68.0,175,67,29,1600000
Musashi Suzuki,68.5,67.85714285714286,ST,24.0,55.666666666666664,61.25,54.0,185,75,27,1700000
Mathias Honsak,69.5,75.28571428571429,ST,48.0,61.0,55.5,61.333333333333336,188,78,24,2500000
Jarosław Niezgoda,67.5,72.42857142857143,ST,34.0,54.666666666666664,59.75,46.666666666666664,185,73,26,2100000
Leonardo Ruiz,71.0,67.14285714285714,ST,17.5,56.333333333333336,66.625,54.0,185,70,25,2200000
José Arnáiz,71.0,69.57142857142857,ST,41.5,55.5,68.375,65.0,174,70,26,1900000
Fafà Picault,70.5,74.14285714285714,ST,37.0,60.5,61.75,64.0,173,64,30,1500000
Nuno da Costa,71.0,73.57142857142857,ST,16.0,59.333333333333336,63.5,60.666666666666664,182,70,30,1600000
Cryzan,68.5,72.28571428571429,ST,17.0,62.0,65.375,68.33333333333333,190,82,25,2400000
Edardynho Neto,74.0,68.28571428571429,ST,17.5,45.333333333333336,64.375,49.666666666666664,173,70,25,1800000
Arthur Silbeira,70.5,58.57142857142857,ST,23.5,56.5,68.5,55.333333333333336,178,78,25,1800000
Cristian Lodeira,73.5,73.42857142857143,ST,21.5,58.666666666666664,63.75,57.333333333333336,172,66,29,1600000
Eltildo Bessa,74.0,73.57142857142857,ST,27.5,61.166666666666664,66.375,48.0,165,62,25,1800000
Óscar Estupiñán,70.0,72.0,ST,22.0,56.5,66.875,47.666666666666664,182,76,24,3200000
Jorge Pombo,71.5,74.28571428571429,ST,49.0,68.16666666666667,68.5,66.66666666666667,177,76,27,1900000
Maximiliano Romero,65.0,60.57142857142857,ST,26.0,56.833333333333336,62.375,47.666666666666664,179,72,22,3600000
Roger Assalé,71.0,76.0,ST,28.5,58.5,64.125,63.0,167,65,27,1700000
Cedric Teuchert,74.0,72.28571428571429,ST,31.0,56.333333333333336,60.75,60.666666666666664,182,80,24,2200000
Víctor Dávila,74.5,69.0,ST,29.5,59.5,66.375,61.666666666666664,172,68,23,3200000
Sinan Gümüş,71.0,63.57142857142857,ST,34.0,58.166666666666664,64.75,66.0,179,70,27,1700000
Mimoun Mahi,76.5,69.42857142857143,ST,29.5,64.0,68.625,64.66666666666667,181,69,27,1900000
Mohamed Rayhi,73.5,74.28571428571429,ST,47.0,63.5,67.625,60.333333333333336,178,76,27,1700000
Aaron Leya Iseka,69.5,76.14285714285714,ST,20.5,57.166666666666664,66.375,60.333333333333336,183,82,23,2400000
Serginho,73.0,68.85714285714286,ST,27.0,49.833333333333336,44.625,67.0,169,68,36,525000
Grejohn Kyei,66.5,73.14285714285714,ST,21.5,56.833333333333336,61.5,49.333333333333336,188,90,26,2100000
Isaac Success,75.5,67.57142857142857,ST,37.0,54.5,63.0,65.0,182,90,25,2400000
Francisco Fydriszewski,69.0,61.142857142857146,ST,25.0,57.833333333333336,57.375,48.0,186,76,28,1600000
Lys Mousset,71.5,72.57142857142857,ST,19.5,53.333333333333336,64.875,53.0,184,80,25,2200000
Viðar Örn Kjartansson,62.5,30.285714285714285,ST,26.0,46.666666666666664,56.875,42.666666666666664,187,80,31,1300000
Leonardo Villagra,63.5,70.14285714285714,ST,17.0,53.666666666666664,71.0,57.0,181,79,31,1600000
Jordan Hugill,66.0,72.14285714285714,ST,35.0,62.666666666666664,62.0,51.666666666666664,183,85,29,1600000
Gonzalo Mastriani,64.0,63.714285714285715,ST,26.0,50.166666666666664,68.5,45.666666666666664,180,76,28,1600000
Ezequiel Cerutti,70.5,72.71428571428571,ST,36.5,63.0,62.625,64.0,179,75,29,1600000
Gabadhino Mhango,69.5,73.0,ST,17.5,53.666666666666664,61.625,45.666666666666664,162,76,29,1600000
Juan Kaprof,73.5,76.0,ST,31.0,55.0,54.5,60.0,169,71,26,2100000
Anderson Plata,69.0,77.85714285714286,ST,39.0,64.0,58.25,59.333333333333336,172,65,30,1500000
Willie,37.5,70.0,ST,34.5,45.666666666666664,64.75,61.666666666666664,169,66,28,
Cristian Menéndez,68.5,67.85714285714286,ST,30.0,65.0,64.875,56.333333333333336,185,83,33,1000000
Martín Cauteruccio,69.0,69.14285714285714,ST,28.5,63.333333333333336,70.5,59.666666666666664,180,76,34,775000
Leandro Díaz,69.5,72.28571428571429,ST,22.0,53.0,65.0,60.666666666666664,182,80,29,1600000
Francesco Forte,68.0,62.57142857142857,ST,27.0,63.5,62.625,63.333333333333336,187,75,28,1600000
Baptiste Guillaume,73.0,64.85714285714286,ST,29.5,56.166666666666664,58.25,57.666666666666664,190,86,26,2100000
Hervin Ongenda,36.0,38.714285714285715,ST,32.5,48.0,54.375,68.66666666666667,171,72,26,2100000
Joo Min Kyu,65.0,73.28571428571429,ST,45.5,63.333333333333336,64.5,50.333333333333336,183,79,31,1300000
Laurent Depoitre,66.0,54.714285714285715,ST,40.5,66.33333333333333,61.125,58.666666666666664,191,91,32,1500000
Jamal Lowe,72.0,33.285714285714285,ST,17.5,50.666666666666664,56.5,56.0,183,79,27,1900000
Corentin Jean,72.0,69.57142857142857,ST,27.5,60.833333333333336,66.625,69.0,170,70,26,2000000
